Time(s),Frequency(Hz)
3.496093750000000000e-01,2.560000000000000000e+02
3.515625000000000000e-01,3.840000000000000000e+02
3.535156250000000000e-01,3.840000000000000000e+02
3.554687500000000000e-01,3.840000000000000000e+02
3.574218750000000000e-01,2.560000000000000000e+02
3.593750000000000000e-01,2.560000000000000000e+02
3.613281250000000000e-01,2.560000000000000000e+02
3.632812500000000000e-01,2.560000000000000000e+02
3.652343750000000000e-01,5.120000000000000000e+02
3.671875000000000000e-01,5.120000000000000000e+02
3.691406250000000000e-01,5.120000000000000000e+02
3.710937500000000000e-01,5.120000000000000000e+02
3.730468750000000000e-01,2.560000000000000000e+02
3.750000000000000000e-01,0.000000000000000000e+00
3.769531250000000000e-01,1.280000000000000000e+02
3.789062500000000000e-01,2.560000000000000000e+02
3.808593750000000000e-01,1.280000000000000000e+02
3.828125000000000000e-01,0.000000000000000000e+00
3.847656250000000000e-01,7.680000000000000000e+02
3.867187500000000000e-01,6.400000000000000000e+02
3.886718750000000000e-01,5.120000000000000000e+02
3.906250000000000000e-01,7.680000000000000000e+02
3.925781250000000000e-01,7.680000000000000000e+02
3.945312500000000000e-01,7.680000000000000000e+02
3.964843750000000000e-01,6.400000000000000000e+02
3.984375000000000000e-01,6.400000000000000000e+02
4.003906250000000000e-01,6.400000000000000000e+02
4.023437500000000000e-01,2.560000000000000000e+02
4.042968750000000000e-01,2.560000000000000000e+02
4.062500000000000000e-01,1.280000000000000000e+02
4.082031250000000000e-01,6.400000000000000000e+02
4.101562500000000000e-01,6.400000000000000000e+02
4.121093750000000000e-01,5.120000000000000000e+02
4.140625000000000000e-01,2.560000000000000000e+02
4.160156250000000000e-01,1.280000000000000000e+02
4.179687500000000000e-01,2.560000000000000000e+02
4.199218750000000000e-01,5.120000000000000000e+02
4.218750000000000000e-01,3.840000000000000000e+02
4.238281250000000000e-01,2.560000000000000000e+02
4.257812500000000000e-01,2.560000000000000000e+02
4.277343750000000000e-01,3.840000000000000000e+02
4.296875000000000000e-01,2.560000000000000000e+02
4.316406250000000000e-01,3.840000000000000000e+02
4.335937500000000000e-01,3.840000000000000000e+02
4.355468750000000000e-01,2.560000000000000000e+02
4.375000000000000000e-01,2.560000000000000000e+02
4.394531250000000000e-01,2.560000000000000000e+02
4.414062500000000000e-01,2.560000000000000000e+02
4.433593750000000000e-01,2.560000000000000000e+02
4.453125000000000000e-01,2.560000000000000000e+02
4.472656250000000000e-01,1.280000000000000000e+02
4.492187500000000000e-01,1.280000000000000000e+02
4.511718750000000000e-01,2.560000000000000000e+02
4.531250000000000000e-01,5.120000000000000000e+02
4.550781250000000000e-01,5.120000000000000000e+02
4.570312500000000000e-01,2.560000000000000000e+02
4.589843750000000000e-01,2.560000000000000000e+02
4.609375000000000000e-01,3.840000000000000000e+02
4.628906250000000000e-01,2.560000000000000000e+02
4.648437500000000000e-01,2.560000000000000000e+02
4.667968750000000000e-01,2.560000000000000000e+02
4.687500000000000000e-01,2.560000000000000000e+02
4.707031250000000000e-01,2.560000000000000000e+02
4.726562500000000000e-01,6.400000000000000000e+02
4.746093750000000000e-01,5.120000000000000000e+02
4.765625000000000000e-01,2.560000000000000000e+02
4.785156250000000000e-01,2.560000000000000000e+02
4.804687500000000000e-01,3.840000000000000000e+02
4.824218750000000000e-01,2.560000000000000000e+02
4.843750000000000000e-01,2.560000000000000000e+02
4.863281250000000000e-01,2.560000000000000000e+02
4.882812500000000000e-01,2.560000000000000000e+02
4.902343750000000000e-01,2.560000000000000000e+02
4.921875000000000000e-01,2.560000000000000000e+02
4.941406250000000000e-01,2.560000000000000000e+02
4.960937500000000000e-01,2.560000000000000000e+02
4.980468750000000000e-01,2.560000000000000000e+02
5.000000000000000000e-01,2.560000000000000000e+02
5.019531250000000000e-01,2.560000000000000000e+02
5.039062500000000000e-01,2.560000000000000000e+02
5.058593750000000000e-01,1.280000000000000000e+02
5.078125000000000000e-01,1.280000000000000000e+02
5.097656250000000000e-01,1.280000000000000000e+02
5.117187500000000000e-01,1.280000000000000000e+02
5.136718750000000000e-01,1.280000000000000000e+02
5.156250000000000000e-01,0.000000000000000000e+00
5.175781250000000000e-01,6.400000000000000000e+02
5.195312500000000000e-01,2.560000000000000000e+02
5.214843750000000000e-01,2.560000000000000000e+02
5.234375000000000000e-01,2.560000000000000000e+02
5.253906250000000000e-01,2.560000000000000000e+02
5.273437500000000000e-01,2.560000000000000000e+02
5.292968750000000000e-01,2.560000000000000000e+02
5.312500000000000000e-01,2.560000000000000000e+02
5.332031250000000000e-01,2.560000000000000000e+02
5.351562500000000000e-01,2.560000000000000000e+02
5.371093750000000000e-01,3.840000000000000000e+02
5.390625000000000000e-01,3.840000000000000000e+02
5.410156250000000000e-01,2.560000000000000000e+02
5.429687500000000000e-01,1.280000000000000000e+02
5.449218750000000000e-01,1.280000000000000000e+02
5.468750000000000000e-01,1.280000000000000000e+02
5.488281250000000000e-01,1.280000000000000000e+02
5.507812500000000000e-01,1.280000000000000000e+02
5.527343750000000000e-01,1.280000000000000000e+02
5.546875000000000000e-01,1.280000000000000000e+02
5.566406250000000000e-01,0.000000000000000000e+00
5.585937500000000000e-01,0.000000000000000000e+00
5.605468750000000000e-01,1.280000000000000000e+02
5.625000000000000000e-01,2.560000000000000000e+02
5.644531250000000000e-01,2.560000000000000000e+02
5.664062500000000000e-01,2.560000000000000000e+02
5.683593750000000000e-01,2.560000000000000000e+02
5.703125000000000000e-01,2.560000000000000000e+02
5.722656250000000000e-01,3.840000000000000000e+02
5.742187500000000000e-01,2.560000000000000000e+02
5.761718750000000000e-01,1.280000000000000000e+02
5.781250000000000000e-01,1.280000000000000000e+02
5.800781250000000000e-01,5.120000000000000000e+02
5.820312500000000000e-01,5.120000000000000000e+02
5.839843750000000000e-01,0.000000000000000000e+00
5.859375000000000000e-01,5.120000000000000000e+02
5.878906250000000000e-01,6.400000000000000000e+02
5.898437500000000000e-01,2.560000000000000000e+02
5.917968750000000000e-01,2.560000000000000000e+02
5.937500000000000000e-01,2.560000000000000000e+02
5.957031250000000000e-01,2.560000000000000000e+02
5.976562500000000000e-01,2.560000000000000000e+02
5.996093750000000000e-01,2.560000000000000000e+02
6.015625000000000000e-01,0.000000000000000000e+00
6.035156250000000000e-01,3.840000000000000000e+02
6.054687500000000000e-01,2.560000000000000000e+02
6.074218750000000000e-01,2.560000000000000000e+02
6.093750000000000000e-01,3.840000000000000000e+02
6.113281250000000000e-01,2.560000000000000000e+02
6.132812500000000000e-01,2.560000000000000000e+02
6.152343750000000000e-01,1.280000000000000000e+02
6.171875000000000000e-01,1.280000000000000000e+02
6.191406250000000000e-01,1.280000000000000000e+02
6.210937500000000000e-01,1.280000000000000000e+02
6.230468750000000000e-01,1.280000000000000000e+02
6.250000000000000000e-01,6.400000000000000000e+02
6.269531250000000000e-01,3.840000000000000000e+02
6.289062500000000000e-01,2.560000000000000000e+02
6.308593750000000000e-01,2.560000000000000000e+02
6.328125000000000000e-01,3.840000000000000000e+02
6.347656250000000000e-01,3.840000000000000000e+02
6.367187500000000000e-01,3.840000000000000000e+02
6.386718750000000000e-01,0.000000000000000000e+00
6.406250000000000000e-01,2.560000000000000000e+02
6.425781250000000000e-01,2.560000000000000000e+02
6.445312500000000000e-01,2.560000000000000000e+02
6.464843750000000000e-01,3.840000000000000000e+02
6.484375000000000000e-01,1.280000000000000000e+02
6.503906250000000000e-01,0.000000000000000000e+00
6.523437500000000000e-01,8.960000000000000000e+02
6.542968750000000000e-01,1.280000000000000000e+02
6.562500000000000000e-01,2.560000000000000000e+02
6.582031250000000000e-01,1.024000000000000000e+03
6.601562500000000000e-01,8.960000000000000000e+02
6.621093750000000000e-01,8.960000000000000000e+02
6.640625000000000000e-01,0.000000000000000000e+00
6.660156250000000000e-01,1.024000000000000000e+03
6.679687500000000000e-01,6.400000000000000000e+02
6.699218750000000000e-01,6.400000000000000000e+02
6.718750000000000000e-01,1.280000000000000000e+02
6.738281250000000000e-01,2.560000000000000000e+02
6.757812500000000000e-01,3.840000000000000000e+02
6.777343750000000000e-01,0.000000000000000000e+00
6.796875000000000000e-01,1.280000000000000000e+02
6.816406250000000000e-01,2.560000000000000000e+02
6.835937500000000000e-01,1.280000000000000000e+02
6.855468750000000000e-01,1.280000000000000000e+02
6.875000000000000000e-01,1.280000000000000000e+02
6.894531250000000000e-01,1.280000000000000000e+02
6.914062500000000000e-01,1.280000000000000000e+02
6.933593750000000000e-01,1.280000000000000000e+02
6.953125000000000000e-01,3.840000000000000000e+02
6.972656250000000000e-01,1.280000000000000000e+02
6.992187500000000000e-01,0.000000000000000000e+00
7.011718750000000000e-01,3.840000000000000000e+02
7.031250000000000000e-01,2.560000000000000000e+02
7.050781250000000000e-01,2.560000000000000000e+02
7.070312500000000000e-01,3.840000000000000000e+02
7.089843750000000000e-01,5.120000000000000000e+02
7.109375000000000000e-01,2.560000000000000000e+02
7.128906250000000000e-01,3.840000000000000000e+02
7.148437500000000000e-01,1.280000000000000000e+02
7.167968750000000000e-01,1.280000000000000000e+02
7.187500000000000000e-01,1.280000000000000000e+02
7.207031250000000000e-01,1.280000000000000000e+02
7.226562500000000000e-01,1.280000000000000000e+02
7.246093750000000000e-01,1.280000000000000000e+02
7.265625000000000000e-01,2.560000000000000000e+02
7.285156250000000000e-01,2.560000000000000000e+02
7.304687500000000000e-01,3.840000000000000000e+02
7.324218750000000000e-01,3.840000000000000000e+02
7.343750000000000000e-01,5.120000000000000000e+02
7.363281250000000000e-01,5.120000000000000000e+02
7.382812500000000000e-01,6.400000000000000000e+02
7.402343750000000000e-01,2.560000000000000000e+02
7.421875000000000000e-01,2.560000000000000000e+02
7.441406250000000000e-01,2.560000000000000000e+02
7.460937500000000000e-01,2.560000000000000000e+02
7.480468750000000000e-01,2.560000000000000000e+02
7.500000000000000000e-01,2.560000000000000000e+02
7.519531250000000000e-01,2.560000000000000000e+02
7.539062500000000000e-01,2.560000000000000000e+02
7.558593750000000000e-01,1.280000000000000000e+02
7.578125000000000000e-01,1.280000000000000000e+02
7.597656250000000000e-01,2.560000000000000000e+02
7.617187500000000000e-01,2.560000000000000000e+02
7.636718750000000000e-01,2.560000000000000000e+02
7.656250000000000000e-01,3.840000000000000000e+02
7.675781250000000000e-01,2.560000000000000000e+02
7.695312500000000000e-01,2.560000000000000000e+02
7.714843750000000000e-01,5.120000000000000000e+02
7.734375000000000000e-01,1.280000000000000000e+02
7.753906250000000000e-01,2.560000000000000000e+02
7.773437500000000000e-01,2.560000000000000000e+02
7.792968750000000000e-01,2.560000000000000000e+02
7.812500000000000000e-01,5.120000000000000000e+02
7.832031250000000000e-01,5.120000000000000000e+02
7.851562500000000000e-01,2.560000000000000000e+02
7.871093750000000000e-01,2.560000000000000000e+02
7.890625000000000000e-01,2.560000000000000000e+02
7.910156250000000000e-01,0.000000000000000000e+00
7.929687500000000000e-01,2.560000000000000000e+02
7.949218750000000000e-01,2.560000000000000000e+02
7.968750000000000000e-01,2.560000000000000000e+02
7.988281250000000000e-01,2.560000000000000000e+02
8.007812500000000000e-01,6.400000000000000000e+02
8.027343750000000000e-01,2.560000000000000000e+02
8.046875000000000000e-01,2.560000000000000000e+02
8.066406250000000000e-01,1.280000000000000000e+02
8.085937500000000000e-01,1.280000000000000000e+02
8.105468750000000000e-01,0.000000000000000000e+00
8.125000000000000000e-01,7.680000000000000000e+02
8.144531250000000000e-01,8.960000000000000000e+02
8.164062500000000000e-01,2.560000000000000000e+02
8.183593750000000000e-01,3.840000000000000000e+02
8.203125000000000000e-01,2.560000000000000000e+02
8.222656250000000000e-01,2.560000000000000000e+02
8.242187500000000000e-01,3.840000000000000000e+02
8.261718750000000000e-01,2.560000000000000000e+02
8.281250000000000000e-01,1.280000000000000000e+02
8.300781250000000000e-01,1.280000000000000000e+02
8.320312500000000000e-01,1.280000000000000000e+02
8.339843750000000000e-01,2.560000000000000000e+02
8.359375000000000000e-01,3.840000000000000000e+02
8.378906250000000000e-01,2.560000000000000000e+02
8.398437500000000000e-01,2.560000000000000000e+02
8.417968750000000000e-01,1.280000000000000000e+02
8.437500000000000000e-01,1.280000000000000000e+02
8.457031250000000000e-01,7.680000000000000000e+02
8.476562500000000000e-01,5.120000000000000000e+02
8.496093750000000000e-01,2.560000000000000000e+02
8.515625000000000000e-01,2.560000000000000000e+02
8.535156250000000000e-01,1.280000000000000000e+02
8.554687500000000000e-01,2.560000000000000000e+02
8.574218750000000000e-01,1.280000000000000000e+02
8.593750000000000000e-01,2.560000000000000000e+02
8.613281250000000000e-01,2.560000000000000000e+02
8.632812500000000000e-01,2.560000000000000000e+02
8.652343750000000000e-01,2.560000000000000000e+02
8.671875000000000000e-01,2.560000000000000000e+02
8.691406250000000000e-01,3.840000000000000000e+02
8.710937500000000000e-01,2.560000000000000000e+02
8.730468750000000000e-01,2.560000000000000000e+02
8.750000000000000000e-01,2.560000000000000000e+02
8.769531250000000000e-01,5.120000000000000000e+02
8.789062500000000000e-01,5.120000000000000000e+02
8.808593750000000000e-01,6.400000000000000000e+02
8.828125000000000000e-01,6.400000000000000000e+02
8.847656250000000000e-01,6.400000000000000000e+02
8.867187500000000000e-01,0.000000000000000000e+00
8.886718750000000000e-01,0.000000000000000000e+00
8.906250000000000000e-01,2.560000000000000000e+02
8.925781250000000000e-01,2.560000000000000000e+02
8.945312500000000000e-01,0.000000000000000000e+00
8.964843750000000000e-01,0.000000000000000000e+00
8.984375000000000000e-01,5.120000000000000000e+02
9.003906250000000000e-01,5.120000000000000000e+02
9.023437500000000000e-01,7.680000000000000000e+02
9.042968750000000000e-01,1.280000000000000000e+02
9.062500000000000000e-01,1.280000000000000000e+02
9.082031250000000000e-01,2.560000000000000000e+02
9.101562500000000000e-01,2.560000000000000000e+02
9.121093750000000000e-01,2.560000000000000000e+02
9.140625000000000000e-01,1.280000000000000000e+02
9.160156250000000000e-01,1.280000000000000000e+02
9.179687500000000000e-01,2.560000000000000000e+02
9.199218750000000000e-01,1.280000000000000000e+02
9.218750000000000000e-01,2.560000000000000000e+02
9.238281250000000000e-01,1.280000000000000000e+02
9.257812500000000000e-01,1.280000000000000000e+02
9.277343750000000000e-01,2.560000000000000000e+02
9.296875000000000000e-01,2.560000000000000000e+02
9.316406250000000000e-01,1.280000000000000000e+02
9.335937500000000000e-01,2.560000000000000000e+02
9.355468750000000000e-01,1.280000000000000000e+02
9.375000000000000000e-01,0.000000000000000000e+00
9.394531250000000000e-01,2.560000000000000000e+02
9.414062500000000000e-01,2.560000000000000000e+02
9.433593750000000000e-01,2.560000000000000000e+02
9.453125000000000000e-01,2.560000000000000000e+02
9.472656250000000000e-01,2.560000000000000000e+02
9.492187500000000000e-01,6.400000000000000000e+02
9.511718750000000000e-01,6.400000000000000000e+02
9.531250000000000000e-01,6.400000000000000000e+02
9.550781250000000000e-01,6.400000000000000000e+02
9.570312500000000000e-01,6.400000000000000000e+02
9.589843750000000000e-01,2.560000000000000000e+02
9.609375000000000000e-01,5.120000000000000000e+02
9.628906250000000000e-01,5.120000000000000000e+02
9.648437500000000000e-01,6.400000000000000000e+02
9.667968750000000000e-01,2.560000000000000000e+02
9.687500000000000000e-01,2.560000000000000000e+02
9.707031250000000000e-01,2.560000000000000000e+02
9.726562500000000000e-01,2.560000000000000000e+02
9.746093750000000000e-01,2.560000000000000000e+02
9.765625000000000000e-01,8.960000000000000000e+02
9.785156250000000000e-01,8.960000000000000000e+02
9.804687500000000000e-01,8.960000000000000000e+02
9.824218750000000000e-01,5.120000000000000000e+02
9.843750000000000000e-01,5.120000000000000000e+02
9.863281250000000000e-01,7.680000000000000000e+02
9.882812500000000000e-01,8.960000000000000000e+02
9.902343750000000000e-01,1.280000000000000000e+02
9.921875000000000000e-01,2.560000000000000000e+02
9.941406250000000000e-01,1.024000000000000000e+03
9.960937500000000000e-01,0.000000000000000000e+00
9.980468750000000000e-01,7.680000000000000000e+02
1.000000000000000000e+00,1.024000000000000000e+03
1.001953125000000000e+00,2.560000000000000000e+02
1.003906250000000000e+00,8.960000000000000000e+02
1.005859375000000000e+00,8.960000000000000000e+02
1.007812500000000000e+00,8.960000000000000000e+02
1.009765625000000000e+00,1.280000000000000000e+02
1.011718750000000000e+00,1.280000000000000000e+02
1.013671875000000000e+00,2.560000000000000000e+02
1.015625000000000000e+00,2.560000000000000000e+02
1.017578125000000000e+00,2.560000000000000000e+02
1.019531250000000000e+00,2.560000000000000000e+02
1.021484375000000000e+00,2.560000000000000000e+02
1.023437500000000000e+00,3.840000000000000000e+02
1.025390625000000000e+00,3.840000000000000000e+02
1.027343750000000000e+00,2.560000000000000000e+02
1.029296875000000000e+00,2.560000000000000000e+02
1.031250000000000000e+00,3.840000000000000000e+02
1.033203125000000000e+00,2.560000000000000000e+02
1.035156250000000000e+00,2.560000000000000000e+02
1.037109375000000000e+00,2.560000000000000000e+02
1.039062500000000000e+00,1.280000000000000000e+02
1.041015625000000000e+00,1.280000000000000000e+02
1.042968750000000000e+00,1.280000000000000000e+02
1.044921875000000000e+00,1.280000000000000000e+02
1.046875000000000000e+00,6.400000000000000000e+02
1.048828125000000000e+00,5.120000000000000000e+02
1.050781250000000000e+00,5.120000000000000000e+02
1.052734375000000000e+00,5.120000000000000000e+02
1.054687500000000000e+00,7.680000000000000000e+02
1.056640625000000000e+00,0.000000000000000000e+00
1.058593750000000000e+00,3.840000000000000000e+02
1.060546875000000000e+00,3.840000000000000000e+02
1.062500000000000000e+00,2.560000000000000000e+02
1.064453125000000000e+00,8.960000000000000000e+02
1.066406250000000000e+00,7.680000000000000000e+02
1.068359375000000000e+00,7.680000000000000000e+02
1.070312500000000000e+00,6.400000000000000000e+02
1.072265625000000000e+00,6.400000000000000000e+02
1.074218750000000000e+00,5.120000000000000000e+02
1.076171875000000000e+00,5.120000000000000000e+02
1.078125000000000000e+00,3.840000000000000000e+02
1.080078125000000000e+00,2.560000000000000000e+02
1.082031250000000000e+00,2.560000000000000000e+02
1.083984375000000000e+00,8.960000000000000000e+02
1.085937500000000000e+00,3.840000000000000000e+02
1.087890625000000000e+00,6.400000000000000000e+02
1.089843750000000000e+00,6.400000000000000000e+02
1.091796875000000000e+00,6.400000000000000000e+02
1.093750000000000000e+00,6.400000000000000000e+02
1.095703125000000000e+00,5.120000000000000000e+02
1.097656250000000000e+00,2.560000000000000000e+02
1.099609375000000000e+00,2.560000000000000000e+02
1.101562500000000000e+00,2.560000000000000000e+02
1.103515625000000000e+00,2.560000000000000000e+02
1.105468750000000000e+00,2.560000000000000000e+02
1.107421875000000000e+00,1.280000000000000000e+02
1.109375000000000000e+00,3.840000000000000000e+02
1.111328125000000000e+00,2.560000000000000000e+02
1.113281250000000000e+00,2.560000000000000000e+02
1.115234375000000000e+00,1.280000000000000000e+02
1.117187500000000000e+00,1.280000000000000000e+02
1.119140625000000000e+00,1.280000000000000000e+02
1.121093750000000000e+00,2.560000000000000000e+02
1.123046875000000000e+00,1.280000000000000000e+02
1.125000000000000000e+00,2.560000000000000000e+02
1.126953125000000000e+00,1.280000000000000000e+02
1.128906250000000000e+00,1.280000000000000000e+02
1.130859375000000000e+00,5.120000000000000000e+02
1.132812500000000000e+00,5.120000000000000000e+02
1.134765625000000000e+00,5.120000000000000000e+02
