20,52
25,55
30,58
40,63
50,68
60,72
70,75
80,78
90,82
100,86
120,90
150,91
180,90
200,89
250,88
300,88
400,87
500,87
600,86
700,86
800,86
900,86
1000,87
1500,87
2000,88
2500,89
3000,90
3500,91
4000,92
4500,93
5000,94
6000,93
7000,92
8000,91
9000,90
10000,88
12000,85
15000,80
18000,75
20000,70
